na_item,unit,geo,time,values
B1GQ,CP_EUR_HAB,CY,2009-01-01,23100
B1GQ,CP_EUR_HAB,CZ,2009-01-01,14200
B1GQ,CP_EUR_HAB,DE,2009-01-01,30600
B1GQ,CP_EUR_HAB,DK,2009-01-01,41900
B1GQ,CP_EUR_HAB,EA,2009-01-01,28200
B1GQ,CP_EUR_HAB,EA18,2009-01-01,28e3
B1GQ,CP_EUR_HAB,EA19,2009-01-01,27800
B1GQ,CP_EUR_HAB,EE,2009-01-01,10600
B1GQ,CP_EUR_HAB,EL,2009-01-01,21400
B1GQ,CP_EUR_HAB,ES,2009-01-01,23300
B1GQ,CP_EUR_HAB,EU28,2009-01-01,24500
B1GQ,CP_EUR_HAB,FI,2009-01-01,33900
B1GQ,CP_EUR_HAB,FR,2009-01-01,3e4
B1GQ,CP_EUR_HAB,HR,2009-01-01,10500
B1GQ,CP_EUR_HAB,HU,2009-01-01,9400
B1GQ,CP_EUR_HAB,IE,2009-01-01,37500
B1GQ,CP_EUR_HAB,IS,2009-01-01,28900
B1GQ,CP_EUR_HAB,IT,2009-01-01,26400
B1GQ,CP_EUR_HAB,LT,2009-01-01,8500
B1GQ,CP_EUR_HAB,LU,2009-01-01,74200
B1GQ,CP_EUR_HAB,LV,2009-01-01,8800
B1GQ,CP_EUR_HAB,MK,2009-01-01,3300
B1GQ,CP_EUR_HAB,MT,2009-01-01,14900
B1GQ,CP_EUR_HAB,NL,2009-01-01,37400
B1GQ,CP_EUR_HAB,NO,2009-01-01,57700
B1GQ,CP_EUR_HAB,PL,2009-01-01,8300
B1GQ,CP_EUR_HAB,PT,2009-01-01,16600
B1GQ,CP_EUR_HAB,RO,2009-01-01,5900
B1GQ,CP_EUR_HAB,RS,2009-01-01,4200
B1GQ,CP_EUR_HAB,SE,2009-01-01,33300
B1GQ,CP_EUR_HAB,SI,2009-01-01,17700
B1GQ,CP_EUR_HAB,SK,2009-01-01,11800
B1GQ,CP_EUR_HAB,UK,2009-01-01,27600
B1GQ,CP_MEUR,AL,2009-01-01,8662.2
B1GQ,CP_MEUR,AT,2009-01-01,288044
B1GQ,CP_MEUR,BE,2009-01-01,348781
B1GQ,CP_MEUR,BG,2009-01-01,37317.7
B1GQ,CP_MEUR,CH,2009-01-01,390207.4
B1GQ,CP_MEUR,CY,2009-01-01,18673.5
B1GQ,CP_MEUR,CZ,2009-01-01,148682
B1GQ,CP_MEUR,DE,2009-01-01,2460280
B1GQ,CP_MEUR,DK,2009-01-01,231278.1
B1GQ,CP_MEUR,EA,2009-01-01,9229804.8
B1GQ,CP_MEUR,EA18,2009-01-01,9262700
B1GQ,CP_MEUR,EA19,2009-01-01,9289634.9
B1GQ,CP_MEUR,EE,2009-01-01,14145.9
B1GQ,CP_MEUR,EL,2009-01-01,237534.2
B1GQ,CP_MEUR,ES,2009-01-01,1079052
B1GQ,CP_MEUR,EU28,2009-01-01,12298438.9
B1GQ,CP_MEUR,FI,2009-01-01,181029
B1GQ,CP_MEUR,FR,2009-01-01,1939017
B1GQ,CP_MEUR,HR,2009-01-01,45090.7
B1GQ,CP_MEUR,HU,2009-01-01,94262.5
B1GQ,CP_MEUR,IE,2009-01-01,170096.9
B1GQ,CP_MEUR,IS,2009-01-01,9227.6
B1GQ,CP_MEUR,IT,2009-01-01,1572878.3
B1GQ,CP_MEUR,LT,2009-01-01,26934.8
B1GQ,CP_MEUR,LU,2009-01-01,36976.5
B1GQ,CP_MEUR,LV,2009-01-01,18749.3
B1GQ,CP_MEUR,MK,2009-01-01,6766.5
B1GQ,CP_MEUR,MT,2009-01-01,6138.6
B1GQ,CP_MEUR,NL,2009-01-01,617540
B1GQ,CP_MEUR,NO,2009-01-01,278557.9
B1GQ,CP_MEUR,PL,2009-01-01,317082.9
B1GQ,CP_MEUR,PT,2009-01-01,175448.2
B1GQ,CP_MEUR,RO,2009-01-01,120409.2
B1GQ,CP_MEUR,RS,2009-01-01,30654.7
B1GQ,CP_MEUR,SE,2009-01-01,309678.7
B1GQ,CP_MEUR,SI,2009-01-01,36166.2
B1GQ,CP_MEUR,SK,2009-01-01,64023.1
B1GQ,CP_MEUR,TR,2009-01-01,461925.9
B1GQ,CP_MEUR,UK,2009-01-01,1716766.6
B1GQ,CP_MEUR,XK,2009-01-01,4069.6
B1GQ,CP_MPPS,AL,2009-01-01,19632.1
B1GQ,CP_MPPS,AT,2009-01-01,259775.3
B1GQ,CP_MPPS,BA,2009-01-01,25666.4
B1GQ,CP_MPPS,BE,2009-01-01,312192.1
B1GQ,CP_MPPS,BG,2009-01-01,80116.8
B1GQ,CP_MPPS,CH,2009-01-01,304985.3
B1GQ,CP_MPPS,CY,2009-01-01,20832.1
B1GQ,CP_MPPS,CZ,2009-01-01,219288
B1GQ,CP_MPPS,DE,2009-01-01,2308063.2
B1GQ,CP_MPPS,DK,2009-01-01,169498.9
B1GQ,CP_MPPS,EA,2009-01-01,8800180.1
B1GQ,CP_MPPS,EA18,2009-01-01,8848501.7
B1GQ,CP_MPPS,EA19,2009-01-01,8892155.5
B1GQ,CP_MPPS,EE,2009-01-01,20815.2
B1GQ,CP_MPPS,EL,2009-01-01,256584.3
B1GQ,CP_MPPS,ES,2009-01-01,1142481.4
B1GQ,CP_MPPS,EU28,2009-01-01,12298438.9
B1GQ,CP_MPPS,FI,2009-01-01,153652.7
B1GQ,CP_MPPS,FR,2009-01-01,1709740.8
B1GQ,CP_MPPS,HR,2009-01-01,65539.6
B1GQ,CP_MPPS,HU,2009-01-01,157468.3
B1GQ,CP_MPPS,IE,2009-01-01,143607.1
B1GQ,CP_MPPS,IS,2009-01-01,9939.8
B1GQ,CP_MPPS,IT,2009-01-01,1551682.3
B1GQ,CP_MPPS,LT,2009-01-01,43663.6
B1GQ,CP_MPPS,LU,2009-01-01,31158.6
B1GQ,CP_MPPS,LV,2009-01-01,27489.6
B1GQ,CP_MPPS,MK,2009-01-01,17180.1
B1GQ,CP_MPPS,MT,2009-01-01,8202.6
B1GQ,CP_MPPS,NL,2009-01-01,553907.1
B1GQ,CP_MPPS,NO,2009-01-01,203652
B1GQ,CP_MPPS,PL,2009-01-01,558621.1
B1GQ,CP_MPPS,PT,2009-01-01,212812
B1GQ,CP_MPPS,RO,2009-01-01,247872.3
B1GQ,CP_MPPS,RS,2009-01-01,65885.2
B1GQ,CP_MPPS,SE,2009-01-01,280505.7
B1GQ,CP_MPPS,SI,2009-01-01,42635
B1GQ,CP_MPPS,SK,2009-01-01,94492.6
B1GQ,CP_MPPS,TR,2009-01-01,840469.2
B1GQ,CP_MPPS,UK,2009-01-01,1639075.4
B1GQ,CP_EUR_HAB,AL,2010-01-01,3100
B1GQ,CP_EUR_HAB,AT,2010-01-01,35400
B1GQ,CP_EUR_HAB,BE,2010-01-01,33500
B1GQ,CP_EUR_HAB,BG,2010-01-01,5200
B1GQ,CP_EUR_HAB,CH,2010-01-01,56100
B1GQ,CP_EUR_HAB,CY,2010-01-01,23300
B1GQ,CP_EUR_HAB,CZ,2010-01-01,14900
B1GQ,CP_EUR_HAB,DE,2010-01-01,32100
B1GQ,CP_EUR_HAB,DK,2010-01-01,43800
B1GQ,CP_EUR_HAB,EA,2010-01-01,28900
B1GQ,CP_EUR_HAB,EA18,2010-01-01,28700
B1GQ,CP_EUR_HAB,EA19,2010-01-01,28500
B1GQ,CP_EUR_HAB,EE,2010-01-01,11e3
B1GQ,CP_EUR_HAB,EL,2010-01-01,20300
B1GQ,CP_EUR_HAB,ES,2010-01-01,23200
B1GQ,CP_EUR_HAB,EU28,2010-01-01,25500
B1GQ,CP_EUR_HAB,FI,2010-01-01,34900
B1GQ,CP_EUR_HAB,FR,2010-01-01,30800
B1GQ,CP_EUR_HAB,HR,2010-01-01,10500
B1GQ,CP_EUR_HAB,HU,2010-01-01,9900
B1GQ,CP_EUR_HAB,IE,2010-01-01,36800
B1GQ,CP_EUR_HAB,IS,2010-01-01,31500
B1GQ,CP_EUR_HAB,IT,2010-01-01,26800
B1GQ,CP_EUR_HAB,LT,2010-01-01,9e3
B1GQ,CP_EUR_HAB,LU,2010-01-01,79200
B1GQ,CP_EUR_HAB,LV,2010-01-01,8500
B1GQ,CP_EUR_HAB,MK,2010-01-01,3500
B1GQ,CP_EUR_HAB,MT,2010-01-01,15900
B1GQ,CP_EUR_HAB,NL,2010-01-01,38e3
B1GQ,CP_EUR_HAB,NO,2010-01-01,66300
B1GQ,CP_EUR_HAB,PL,2010-01-01,9400
B1GQ,CP_EUR_HAB,PT,2010-01-01,17e3
B1GQ,CP_EUR_HAB,RO,2010-01-01,6300
B1GQ,CP_EUR_HAB,RS,2010-01-01,4100
B1GQ,CP_EUR_HAB,SE,2010-01-01,39400
B1GQ,CP_EUR_HAB,SI,2010-01-01,17700
B1GQ,CP_EUR_HAB,SK,2010-01-01,12400
B1GQ,CP_EUR_HAB,UK,2010-01-01,29300
B1GQ,CP_MEUR,AL,2010-01-01,8996.6
B1GQ,CP_MEUR,AT,2010-01-01,295896.6
B1GQ,CP_MEUR,BE,2010-01-01,365101
B1GQ,CP_MEUR,BG,2010-01-01,38230.5
B1GQ,CP_MEUR,CH,2010-01-01,441085.7
B1GQ,CP_MEUR,CY,2010-01-01,19299.5
B1GQ,CP_MEUR,CZ,2010-01-01,156718.2
B1GQ,CP_MEUR,DE,2010-01-01,2580060
B1GQ,CP_MEUR,DK,2010-01-01,243165.4
B1GQ,CP_MEUR,EA,2010-01-01,9485760.1
B1GQ,CP_MEUR,EA18,2010-01-01,9518265.2
B1GQ,CP_MEUR,EA19,2010-01-01,9546292.9
B1GQ,CP_MEUR,EE,2010-01-01,14716.5
B1GQ,CP_MEUR,EL,2010-01-01,226031.4
B1GQ,CP_MEUR,ES,2010-01-01,1080935
B1GQ,CP_MEUR,EU28,2010-01-01,12818381.8
B1GQ,CP_MEUR,FI,2010-01-01,187100
B1GQ,CP_MEUR,FR,2010-01-01,1998481
B1GQ,CP_MEUR,HR,2010-01-01,45004.3
B1GQ,CP_MEUR,HU,2010-01-01,98826
B1GQ,CP_MEUR,IE,2010-01-01,167583.2
B1GQ,CP_MEUR,IS,2010-01-01,10008.6
B1GQ,CP_MEUR,IT,2010-01-01,1604514.5
B1GQ,CP_MEUR,LT,2010-01-01,28027.7
B1GQ,CP_MEUR,LU,2010-01-01,40177.8
B1GQ,CP_MEUR,LV,2010-01-01,17788.6
B1GQ,CP_MEUR,ME,2010-01-01,3125.1
B1GQ,CP_MEUR,MK,2010-01-01,7108.3
B1GQ,CP_MEUR,MT,2010-01-01,6599.5
B1GQ,CP_MEUR,NL,2010-01-01,631512
B1GQ,CP_MEUR,NO,2010-01-01,324043.2
B1GQ,CP_MEUR,PL,2010-01-01,361803.6
B1GQ,CP_MEUR,PT,2010-01-01,179929.8
B1GQ,CP_MEUR,RO,2010-01-01,126746.4
B1GQ,CP_MEUR,RS,2010-01-01,29766.3
B1GQ,CP_MEUR,SE,2010-01-01,369076.6
B1GQ,CP_MEUR,SI,2010-01-01,36252.4
B1GQ,CP_MEUR,SK,2010-01-01,67577.3
B1GQ,CP_MEUR,TR,2010-01-01,581023.8
B1GQ,CP_MEUR,UK,2010-01-01,1841691.9
B1GQ,CP_MEUR,XK,2010-01-01,4402
B1GQ,CP_MPPS,AL,2010-01-01,21458.9
B1GQ,CP_MPPS,AT,2010-01-01,268796.6
B1GQ,CP_MPPS,BA,2010-01-01,26501.5
B1GQ,CP_MPPS,BE,2010-01-01,333889.1
B1GQ,CP_MPPS,BG,2010-01-01,84504.5
B1GQ,CP_MPPS,CH,2010-01-01,317714.8
B1GQ,CP_MPPS,CY,2010-01-01,21089
B1GQ,CP_MPPS,CZ,2010-01-01,221730.9
B1GQ,CP_MPPS,DE,2010-01-01,2451922.5
B1GQ,CP_MPPS,DK,2010-01-01,182517.7
B1GQ,CP_MPPS,EA,2010-01-01,9113474.6
B1GQ,CP_MPPS,EA18,2010-01-01,9163632.7
B1GQ,CP_MPPS,EA19,2010-01-01,9211278.7
B1GQ,CP_MPPS,EE,2010-01-01,21986
B1GQ,CP_MPPS,EL,2010-01-01,239518.7
B1GQ,CP_MPPS,ES,2010-01-01,1137638.3
B1GQ,CP_MPPS,EU28,2010-01-01,12818381.8
B1GQ,CP_MPPS,FI,2010-01-01,158962.1
B1GQ,CP_MPPS,FR,2010-01-01,1789022.3
B1GQ,CP_MPPS,HR,2010-01-01,64791.2
B1GQ,CP_MPPS,HU,2010-01-01,164767.9
B1GQ,CP_MPPS,IE,2010-01-01,150924.2
B1GQ,CP_MPPS,IS,2010-01-01,9328.8
B1GQ,CP_MPPS,IT,2010-01-01,1587763.6
B1GQ,CP_MPPS,LT,2010-01-01,47610.9
B1GQ,CP_MPPS,LU,2010-01-01,33207.8
B1GQ,CP_MPPS,LV,2010-01-01,28179.4
B1GQ,CP_MPPS,ME,2010-01-01,6462.1
B1GQ,CP_MPPS,MK,2010-01-01,17861.8
B1GQ,CP_MPPS,MT,2010-01-01,8819.6
B1GQ,CP_MPPS,NL,2010-01-01,565708.8
B1GQ,CP_MPPS,NO,2010-01-01,216840.6
B1GQ,CP_MPPS,PL,2010-01-01,612658
B1GQ,CP_MPPS,PT,2010-01-01,220914.3
B1GQ,CP_MPPS,RO,2010-01-01,265633.6
B1GQ,CP_MPPS,RS,2010-01-01,67366.1
B1GQ,CP_MPPS,SE,2010-01-01,298405.7
B1GQ,CP_MPPS,SI,2010-01-01,43478.9
B1GQ,CP_MPPS,SK,2010-01-01,102971.5
B1GQ,CP_MPPS,TR,2010-01-01,964323.8
B1GQ,CP_MPPS,UK,2010-01-01,1721193.9
B1GQ,CP_EUR_HAB,AL,2011-01-01,3200
B1GQ,CP_EUR_HAB,AT,2011-01-01,37e3
B1GQ,CP_EUR_HAB,BE,2011-01-01,34500
B1GQ,CP_EUR_HAB,BG,2011-01-01,5600
B1GQ,CP_EUR_HAB,CH,2011-01-01,63700
B1GQ,CP_EUR_HAB,CY,2011-01-01,23200
B1GQ,CP_EUR_HAB,CZ,2011-01-01,15600
B1GQ,CP_EUR_HAB,DE,2011-01-01,33700
B1GQ,CP_EUR_HAB,DK,2011-01-01,44500
B1GQ,CP_EUR_HAB,EA,2011-01-01,29500
B1GQ,CP_EUR_HAB,EA18,2011-01-01,29400
B1GQ,CP_EUR_HAB,EA19,2011-01-01,29200
B1GQ,CP_EUR_HAB,EE,2011-01-01,12500
B1GQ,CP_EUR_HAB,EL,2011-01-01,18600
B1GQ,CP_EUR_HAB,ES,2011-01-01,22900
B1GQ,CP_EUR_HAB,EU28,2011-01-01,26100
B1GQ,CP_EUR_HAB,FI,2011-01-01,36500
B1GQ,CP_EUR_HAB,FR,2011-01-01,31500
B1GQ,CP_EUR_HAB,HR,2011-01-01,10400
B1GQ,CP_EUR_HAB,HU,2011-01-01,10200
B1GQ,CP_EUR_HAB,IE,2011-01-01,37600
B1GQ,CP_EUR_HAB,IS,2011-01-01,33e3
B1GQ,CP_EUR_HAB,IT,2011-01-01,27300
B1GQ,CP_EUR_HAB,LT,2011-01-01,10300
B1GQ,CP_EUR_HAB,LU,2011-01-01,83100
B1GQ,CP_EUR_HAB,LV,2011-01-01,9800
B1GQ,CP_EUR_HAB,MK,2011-01-01,3700
B1GQ,CP_EUR_HAB,MT,2011-01-01,16400
B1GQ,CP_EUR_HAB,NL,2011-01-01,38500
B1GQ,CP_EUR_HAB,NO,2011-01-01,72400
B1GQ,CP_EUR_HAB,PL,2011-01-01,9900
B1GQ,CP_EUR_HAB,PT,2011-01-01,16700
B1GQ,CP_EUR_HAB,RO,2011-01-01,6600
B1GQ,CP_EUR_HAB,RS,2011-01-01,4600
B1GQ,CP_EUR_HAB,SE,2011-01-01,42900
B1GQ,CP_EUR_HAB,SI,2011-01-01,18e3
B1GQ,CP_EUR_HAB,SK,2011-01-01,13100
B1GQ,CP_EUR_HAB,UK,2011-01-01,29800
B1GQ,CP_MEUR,AL,2011-01-01,9268.3
B1GQ,CP_MEUR,AT,2011-01-01,310128.7
B1GQ,CP_MEUR,BE,2011-01-01,379106
B1GQ,CP_MEUR,BG,2011-01-01,41292
B1GQ,CP_MEUR,CH,2011-01-01,504020.9
B1GQ,CP_MEUR,CY,2011-01-01,19731
B1GQ,CP_MEUR,CZ,2011-01-01,164040.5
B1GQ,CP_MEUR,DE,2011-01-01,2703120
B1GQ,CP_MEUR,DK,2011-01-01,247879.9
B1GQ,CP_MEUR,EA,2011-01-01,9746867.2
B1GQ,CP_MEUR,EA18,2011-01-01,9767069.5
B1GQ,CP_MEUR,EA19,2011-01-01,9798344.8
B1GQ,CP_MEUR,EE,2011-01-01,16667.6
B1GQ,CP_MEUR,EL,2011-01-01,207028.9
B1GQ,CP_MEUR,ES,2011-01-01,1070449
B1GQ,CP_MEUR,EU28,2011-01-01,13191727.4
B1GQ,CP_MEUR,FI,2011-01-01,196869
B1GQ,CP_MEUR,FR,2011-01-01,2059284
B1GQ,CP_MEUR,HR,2011-01-01,44708.6
B1GQ,CP_MEUR,HU,2011-01-01,101317
B1GQ,CP_MEUR,IE,2011-01-01,171939.2
B1GQ,CP_MEUR,IS,2011-01-01,10541.4
B1GQ,CP_MEUR,IT,2011-01-01,1637462.9
B1GQ,CP_MEUR,LT,2011-01-01,31275.3
B1GQ,CP_MEUR,LU,2011-01-01,43164.6
B1GQ,CP_MEUR,LV,2011-01-01,20202.3
B1GQ,CP_MEUR,ME,2011-01-01,3264.8
B1GQ,CP_MEUR,MK,2011-01-01,7544.2
B1GQ,CP_MEUR,MT,2011-01-01,6837.8
B1GQ,CP_MEUR,NL,2011-01-01,642929
B1GQ,CP_MEUR,NO,2011-01-01,358733.7
B1GQ,CP_MEUR,PL,2011-01-01,380239
B1GQ,CP_MEUR,PT,2011-01-01,176166.6
B1GQ,CP_MEUR,RO,2011-01-01,133305.9
B1GQ,CP_MEUR,RS,2011-01-01,33423.8
B1GQ,CP_MEUR,SE,2011-01-01,404945.5
B1GQ,CP_MEUR,SI,2011-01-01,36896.3
B1GQ,CP_MEUR,SK,2011-01-01,70627.2
B1GQ,CP_MEUR,TR,2011-01-01,596491.2
B1GQ,CP_MEUR,UK,2011-01-01,1883972.4
B1GQ,CP_MEUR,XK,2011-01-01,4814.5
B1GQ,CP_MPPS,AL,2011-01-01,22367.9
B1GQ,CP_MPPS,AT,2011-01-01,281362.2
B1GQ,CP_MPPS,BA,2011-01-01,27549.7
B1GQ,CP_MPPS,BE,2011-01-01,343720
B1GQ,CP_MPPS,BG,2011-01-01,86885.3
B1GQ,CP_MPPS,CH,2011-01-01,335304.8
B1GQ,CP_MPPS,CY,2011-01-01,21302.3
B1GQ,CP_MPPS,CZ,2011-01-01,227982.1
B1GQ,CP_MPPS,DE,2011-01-01,2584936.7
B1GQ,CP_MPPS,DK,2011-01-01,186567.3
B1GQ,CP_MPPS,EA,2011-01-01,9387332.4
B1GQ,CP_MPPS,EA18,2011-01-01,9418037
B1GQ,CP_MPPS,EA19,2011-01-01,9470202.3
B1GQ,CP_MPPS,EE,2011-01-01,24573.3
B1GQ,CP_MPPS,EL,2011-01-01,218958.4
B1GQ,CP_MPPS,ES,2011-01-01,1130600.3
B1GQ,CP_MPPS,EU28,2011-01-01,13191727.4
B1GQ,CP_MPPS,FI,2011-01-01,165344.4
B1GQ,CP_MPPS,FR,2011-01-01,1846096.7
B1GQ,CP_MPPS,HR,2011-01-01,66848
B1GQ,CP_MPPS,HU,2011-01-01,171795
B1GQ,CP_MPPS,IE,2011-01-01,155963.9
B1GQ,CP_MPPS,IS,2011-01-01,9496.2
B1GQ,CP_MPPS,IT,2011-01-01,1627907.1
B1GQ,CP_MPPS,LT,2011-01-01,52198.7
B1GQ,CP_MPPS,LU,2011-01-01,35970.8
B1GQ,CP_MPPS,LV,2011-01-01,30718.8
B1GQ,CP_MPPS,ME,2011-01-01,6768.8
B1GQ,CP_MPPS,MK,2011-01-01,18150.6
B1GQ,CP_MPPS,MT,2011-01-01,8982.7
B1GQ,CP_MPPS,NL,2011-01-01,580020
B1GQ,CP_MPPS,NO,2011-01-01,232167
B1GQ,CP_MPPS,PL,2011-01-01,656025.9
B1GQ,CP_MPPS,PT,2011-01-01,213254.3
B1GQ,CP_MPPS,RO,2011-01-01,274979.8
B1GQ,CP_MPPS,RS,2011-01-01,70757.5
B1GQ,CP_MPPS,SE,2011-01-01,311848.3
B1GQ,CP_MPPS,SI,2011-01-01,44600.4
B1GQ,CP_MPPS,SK,2011-01-01,105194.2
B1GQ,CP_MPPS,TR,2011-01-01,1088618.8
B1GQ,CP_MPPS,UK,2011-01-01,1746695
B1GQ,CP_EUR_HAB,AL,2012-01-01,3300
B1GQ,CP_EUR_HAB,AT,2012-01-01,37800
B1GQ,CP_EUR_HAB,BE,2012-01-01,35100
B1GQ,CP_EUR_HAB,BG,2012-01-01,5700
B1GQ,CP_EUR_HAB,CH,2012-01-01,65e3
B1GQ,CP_EUR_HAB,CY,2012-01-01,22600
B1GQ,CP_EUR_HAB,CZ,2012-01-01,15400
B1GQ,CP_EUR_HAB,DE,2012-01-01,34300
B1GQ,CP_EUR_HAB,DK,2012-01-01,45500
B1GQ,CP_EUR_HAB,EA,2012-01-01,29500
B1GQ,CP_EUR_HAB,EA18,2012-01-01,29400
B1GQ,CP_EUR_HAB,EA19,2012-01-01,29200
B1GQ,CP_EUR_HAB,EE,2012-01-01,13500
B1GQ,CP_EUR_HAB,EL,2012-01-01,17300
B1GQ,CP_EUR_HAB,ES,2012-01-01,22200
B1GQ,CP_EUR_HAB,EU28,2012-01-01,26600
B1GQ,CP_EUR_HAB,FI,2012-01-01,36900
B1GQ,CP_EUR_HAB,FR,2012-01-01,31800
B1GQ,CP_EUR_HAB,HR,2012-01-01,10300
B1GQ,CP_EUR_HAB,HU,2012-01-01,1e4
B1GQ,CP_EUR_HAB,IE,2012-01-01,38200
B1GQ,CP_EUR_HAB,IS,2012-01-01,34500
B1GQ,CP_EUR_HAB,IT,2012-01-01,26700
B1GQ,CP_EUR_HAB,LT,2012-01-01,11200
B1GQ,CP_EUR_HAB,LU,2012-01-01,83e3
B1GQ,CP_EUR_HAB,LV,2012-01-01,10800
B1GQ,CP_EUR_HAB,MK,2012-01-01,3700
B1GQ,CP_EUR_HAB,MT,2012-01-01,17100
B1GQ,CP_EUR_HAB,NL,2012-01-01,38500
B1GQ,CP_EUR_HAB,NO,2012-01-01,79100
B1GQ,CP_EUR_HAB,PL,2012-01-01,10100
B1GQ,CP_EUR_HAB,PT,2012-01-01,16e3
B1GQ,CP_EUR_HAB,RO,2012-01-01,6700
B1GQ,CP_EUR_HAB,RS,2012-01-01,4400
B1GQ,CP_EUR_HAB,SE,2012-01-01,44500
B1GQ,CP_EUR_HAB,SI,2012-01-01,17500
B1GQ,CP_EUR_HAB,SK,2012-01-01,13400
B1GQ,CP_EUR_HAB,UK,2012-01-01,32600
B1GQ,CP_MEUR,AL,2012-01-01,9585.8
B1GQ,CP_MEUR,AT,2012-01-01,318653
B1GQ,CP_MEUR,BE,2012-01-01,387500
B1GQ,CP_MEUR,BG,2012-01-01,41947.2
B1GQ,CP_MEUR,CH,2012-01-01,519716.4
B1GQ,CP_MEUR,CY,2012-01-01,19489.7
B1GQ,CP_MEUR,CZ,2012-01-01,161434.3
B1GQ,CP_MEUR,DE,2012-01-01,2758260
B1GQ,CP_MEUR,DK,2012-01-01,254578
B1GQ,CP_MEUR,EA,2012-01-01,9780398.2
B1GQ,CP_MEUR,EA18,2012-01-01,9802456.6
B1GQ,CP_MEUR,EA19,2012-01-01,9835804.8
B1GQ,CP_MEUR,EE,2012-01-01,17934.9
B1GQ,CP_MEUR,EL,2012-01-01,191203.9
B1GQ,CP_MEUR,ES,2012-01-01,1039815
B1GQ,CP_MEUR,EU28,2012-01-01,13448741.5
B1GQ,CP_MEUR,FI,2012-01-01,199793
B1GQ,CP_MEUR,FR,2012-01-01,2086929
B1GQ,CP_MEUR,HR,2012-01-01,43933.7
B1GQ,CP_MEUR,HU,2012-01-01,99502.4
B1GQ,CP_MEUR,IE,2012-01-01,175561.1
B1GQ,CP_MEUR,IS,2012-01-01,11065.1
B1GQ,CP_MEUR,IT,2012-01-01,1613265
B1GQ,CP_MEUR,LT,2012-01-01,33348.2
B1GQ,CP_MEUR,LU,2012-01-01,44112.1
B1GQ,CP_MEUR,LV,2012-01-01,22058.4
B1GQ,CP_MEUR,ME,2012-01-01,3181.5
B1GQ,CP_MEUR,MK,2012-01-01,7584.8
B1GQ,CP_MEUR,MT,2012-01-01,7163.3
B1GQ,CP_MEUR,NL,2012-01-01,645164
B1GQ,CP_MEUR,NO,2012-01-01,397086.1
B1GQ,CP_MEUR,PL,2012-01-01,389368.9
B1GQ,CP_MEUR,PT,2012-01-01,168398
B1GQ,CP_MEUR,RO,2012-01-01,133511.4
B1GQ,CP_MEUR,RS,2012-01-01,31683.1
B1GQ,CP_MEUR,SE,2012-01-01,423340.7
B1GQ,CP_MEUR,SI,2012-01-01,36076.1
B1GQ,CP_MEUR,SK,2012-01-01,72703.5
B1GQ,CP_MEUR,TR,2012-01-01,678483.7
B1GQ,CP_MEUR,UK,2012-01-01,2078292.5
B1GQ,CP_MEUR,XK,2012-01-01,5058.8
B1GQ,CP_MPPS,AL,2012-01-01,23066.7
B1GQ,CP_MPPS,AT,2012-01-01,295893
B1GQ,CP_MPPS,BA,2012-01-01,28064.8
B1GQ,CP_MPPS,BE,2012-01-01,356105.7
B1GQ,CP_MPPS,BG,2012-01-01,89466.8
B1GQ,CP_MPPS,CH,2012-01-01,349520.5
B1GQ,CP_MPPS,CY,2012-01-01,20831.9
B1GQ,CP_MPPS,CZ,2012-01-01,230670.3
B1GQ,CP_MPPS,DE,2012-01-01,2647133.3
B1GQ,CP_MPPS,DK,2012-01-01,189278.7
B1GQ,CP_MPPS,EA,2012-01-01,9512062.9
B1GQ,CP_MPPS,EA18,2012-01-01,9544748.4
B1GQ,CP_MPPS,EA19,2012-01-01,9600403
B1GQ,CP_MPPS,EE,2012-01-01,26005.3
B1GQ,CP_MPPS,EL,2012-01-01,210995
B1GQ,CP_MPPS,ES,2012-01-01,1130416.8
B1GQ,CP_MPPS,EU28,2012-01-01,13448741.5
B1GQ,CP_MPPS,FI,2012-01-01,166153.6
B1GQ,CP_MPPS,FR,2012-01-01,1867514.7
B1GQ,CP_MPPS,HR,2012-01-01,68138.6
B1GQ,CP_MPPS,HU,2012-01-01,173096.3
B1GQ,CP_MPPS,IE,2012-01-01,161154
B1GQ,CP_MPPS,IS,2012-01-01,9810.4
B1GQ,CP_MPPS,IT,2012-01-01,1630092.4
B1GQ,CP_MPPS,LT,2012-01-01,55661.7
B1GQ,CP_MPPS,LU,2012-01-01,36754
B1GQ,CP_MPPS,LV,2012-01-01,32665.3
B1GQ,CP_MPPS,ME,2012-01-01,6500.6
B1GQ,CP_MPPS,MK,2012-01-01,18554.9
B1GQ,CP_MPPS,MT,2012-01-01,9335.5
B1GQ,CP_MPPS,NL,2012-01-01,591264.3
B1GQ,CP_MPPS,NO,2012-01-01,248157.2
B1GQ,CP_MPPS,PL,2012-01-01,685378.7
B1GQ,CP_MPPS,PT,2012-01-01,210159.1
B1GQ,CP_MPPS,RO,2012-01-01,287682.4
B1GQ,CP_MPPS,RS,2012-01-01,71296.2
B1GQ,CP_MPPS,SE,2012-01-01,321670.5
B1GQ,CP_MPPS,SI,2012-01-01,44919.1
B1GQ,CP_MPPS,SK,2012-01-01,108870.5
B1GQ,CP_MPPS,TR,2012-01-01,1162849.3
B1GQ,CP_MPPS,UK,2012-01-01,1814676.8
B1GQ,CP_EUR_HAB,AL,2013-01-01,3300
B1GQ,CP_EUR_HAB,AT,2013-01-01,38200
B1GQ,CP_EUR_HAB,BE,2013-01-01,35300
